CLASS_SPECIES,CLASS_KEY,KEY_COUNT,KEY_TEXT,TRIGGER_ID,CAMERA_SEQ_NO,TRIGGER_DATETIME
Wolf,WOLF_AMT,1,NA,SSWI000000016371423,39906,3-Nov-19
Fisher,FISHER_AMT,1,NA,SSWI000000014484618,46271,25-Aug-19
Weasel,WEASEL_AMT,1,NA,SSWI000000016698902,62124,24-Feb-20
Wolf,WOLF_AMT,1,NA,SSWI000000011431827,54977,17-Dec-18
Wolf,WOLF_AMT,1,NA,SSWI000000020041630,43222,18-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017380735,44337,29-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000010742267,31327,16-Oct-18
Fisher,FISHER_AMT,1,NA,SSWI000000016183285,49960,20-Jan-20
Raccoon,RACCOON_AMT,1,NA,SSWI000000011254393,55633,17-Dec-18
Fisher,FISHER_AMT,1,NA,SSWI000000011614904,49385,16-Dec-18
Fisher,FISHER_AMT,1,NA,SSWI000000004591710,172,16-Mar-17
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000007439886,28204,4-Dec-17
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020491518,42946,5-Jan-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018947388,56136,30-Jul-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020411115,51811,22-Dec-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000007439827,28204,21-Nov-17
Mink,MINK_AMT,1,NA,SSWI000000012058864,55069,15-Mar-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020491747,42946,24-Dec-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000008661125,43491,4-May-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000010890056,7100,31-Oct-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000017428264,39002,28-May-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000010742190,31327,9-Oct-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000020131552,67194,24-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019044303,60002,13-Sep-20
Wolf,WOLF_AMT,1,NA,SSWI000000019441614,67001,9-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000004281269,23400,25-Oct-16
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000007439831,28204,21-Nov-17
Wolf,WOLF_AMT,1,NA,SSWI000000019984111,66129,13-Nov-20
Opossum,OPOSSUM_AMT,1,NA,SSWI000000021088797,77062,6-Dec-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000020489943,33010,26-Dec-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021858342,87361,30-Mar-21
Otter,OTTER_AMT,1,NA,SSWI000000017895405,26700,4-May-20
Otter,OTTER_AMT,2,NA,SSWI000000023145308,85412,27-Aug-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000019395007,39038,7-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021251024,55633,4-Apr-21
Wolf,WOLF_AMT,1,NA,SSWI000000020246329,31383,1-Dec-20
Raccoon,RACCOON_AMT,1,NA,SSWI000000021927444,35563,25-Apr-21
Fisher,FISHER_AMT,1,NA,SSWI000000011615162,49385,9-Feb-19
Wolf,WOLF_AMT,1,NA,SSWI000000021128342,49397,24-Mar-21
Wolf,WOLF_AMT,1,NA,SSWI000000020525209,85412,26-Dec-20
Fisher,FISHER_AMT,1,NA,SSWI000000020438234,55079,20-Dec-20
Wolf,WOLF_AMT,1,NA,SSWI000000016633252,50961,11-Mar-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019047944,58723,29-Jul-20
Fisher,FISHER_AMT,1,NA,SSWI000000019889002,54286,10-Oct-20
Wolf,WOLF_AMT,1,NA,SSWI000000021271353,80921,22-Jan-21
Deer,DEER_FAWN_AMT,2,NA,SSWI000000018613312,53989,14-Jul-20
Fisher,FISHER_AMT,1,NA,SSWI000000016372516,65805,28-Nov-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467725,50259,2-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000018846198,45843,11-Aug-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000009602815,45848,2-Aug-18
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000020504138,35641,21-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000013360173,43685,18-Jun-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162751,42940,3-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000016372444,65805,12-Nov-19
Wolf,WOLF_AMT,1,NA,SSWI000000010958704,45426,1-Nov-18
"Fox, Gray",FOXGRAY_AMT,1,NA,SSWI000000021668069,60014,14-May-21
Coyote,COYOTE_AMT,1,NA,SSWI000000018111848,45871,29-Feb-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020504296,35641,18-Jul-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020939450,63902,8-Jan-21
Wolf,WOLF_AMT,1,NA,SSWI000000021761763,58706,16-Mar-21
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000018270311,45383,15-Jul-20
Fisher,FISHER_AMT,1,NA,SSWI000000007899785,34641,18-Feb-18
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162819,42940,21-Apr-20
Mink,MINK_AMT,1,NA,SSWI000000017341180,66123,27-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000017531493,38602,30-Apr-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467523,50259,9-Sep-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000009432629,37111,23-Jun-18
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162565,42940,3-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162842,42940,30-Apr-20
Porcupine,PORCUPINE_AMT,1,NA,SSWI000000021662763,55076,27-Apr-21
Coyote,COYOTE_AMT,1,NA,SSWI000000020162973,42940,19-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019596219,51811,12-Oct-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000017531451,38602,21-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017070069,55598,5-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016374016,58284,23-Dec-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432553,37111,5-Jun-18
Wolf,WOLF_AMT,1,NA,SSWI000000022782865,61758,10-Aug-21
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432613,37111,22-Jun-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000017499708,48885,2-May-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020163164,42940,7-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162420,42940,30-Nov-19
Cottontail,COTTONTAIL_AMT,1,NA,SSWI000000020467941,50259,6-Dec-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000017104363,46945,24-Feb-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019187477,50031,31-Jul-20
Otter,OTTER_AMT,1,NA,SSWI000000017341206,66123,7-May-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000012121528,53519,1-Jan-19
Deer,DEER_FAWN_AMT,1,NA,SSWI000000018613392,53989,17-Jul-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000012266484,46948,17-Apr-19
Fisher,FISHER_AMT,1,NA,SSWI000000012797176,49397,17-May-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162594,42940,12-Mar-20
Otter,OTTER_AMT,2,NA,SSWI000000023276044,91453,18-Aug-21
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432419,37111,19-May-18
Deer,DEER_FAWN_AMT,1,NA,SSWI000000020163401,42940,24-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000020906741,64455,28-Feb-21
Fisher,FISHER_AMT,1,NA,SSWI000000015869483,63251,3-Nov-19
Otter,OTTER_AMT,1,NA,SSWI000000022411001,82844,22-Jun-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000018127054,43222,20-Jul-20
Wolf,WOLF_AMT,1,NA,SSWI000000018112243,45871,3-Apr-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020162650,42940,13-Mar-20
Fisher,FISHER_AMT,1,NA,SSWI000000004813735,31,12-Apr-17
Cottontail,COTTONTAIL_AMT,1,NA,SSWI000000020467888,50259,19-Nov-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000017531324,38602,24-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000009478385,30760,30-Apr-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000017531632,38602,3-Jun-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432761,37111,16-Jul-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021168970,51122,23-Mar-21
Cottontail,COTTONTAIL_AMT,1,NA,SSWI000000020504769,35641,24-Nov-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000010033942,44328,15-Aug-18
Fisher,FISHER_AMT,1,NA,SSWI000000017103511,46947,3-Apr-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467519,50259,9-Sep-20
Wolf,WOLF_AMT,1,NA,SSWI000000015009687,60117,4-Oct-19
Fisher,FISHER_AMT,1,NA,SSWI000000011761390,39945,23-Oct-18
Deer,DEER_FAWN_AMT,2,NA,SSWI000000019580091,49212,11-Aug-20
"Fox, Red",FOXRED_AMT,1,NA,SSWI000000020941676,50027,21-Jan-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020504761,35641,21-Nov-20
Wolf,WOLF_AMT,1,NA,SSWI000000010648068,46460,10-Oct-18
Wolf,WOLF_AMT,1,NA,SSWI000000015349324,23118,8-Sep-19
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432622,37111,23-Jun-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000018126632,43222,28-Apr-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000015592061,7100,5-Nov-19
Fisher,FISHER_AMT,1,NA,SSWI000000013598820,55597,9-May-19
Fisher,FISHER_AMT,1,NA,SSWI000000021231764,37109,8-Mar-21
Wolf,WOLF_AMT,1,NA,SSWI000000022407653,49397,8-Jul-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012927014,49099,11-May-19
Fisher,FISHER_AMT,1,NA,SSWI000000010373934,32504,28-Sep-18
Deer,DEER_FAWN_AMT,2,NA,SSWI000000020162372,42940,18-Nov-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020164063,42940,8-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000020458587,67198,17-Dec-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000017531495,38602,1-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000016315646,54297,24-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000018843523,33002,22-Jul-20
Elk,ELK_ADULT_UNKNOWN_AMT,2,NA,SSWI000000020162629,42940,13-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467351,50259,3-Sep-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000018613887,53989,12-Aug-20
Raccoon,RACCOON_AMT,1,NA,SSWI000000020162878,42940,29-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000016264549,46271,17-Jan-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000009432647,37111,24-Jun-18
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432496,37111,29-May-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000017531609,38602,21-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020341179,49226,19-Dec-20
Coyote,COYOTE_AMT,1,NA,SSWI000000020162465,42940,8-Jan-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016572283,48750,3-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162588,42940,10-Mar-20
Wolf,WOLF_AMT,1,NA,SSWI000000019707747,61758,28-Oct-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000017379167,28204,10-May-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000009393047,32557,4-May-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017962363,38811,16-Jun-20
Wolf,WOLF_AMT,1,NA,SSWI000000019855570,49397,19-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000020973833,54052,5-Dec-20
Wolf,WOLF_AMT,3,NA,SSWI000000023383673,49397,14-Sep-21
Fisher,FISHER_AMT,1,NA,SSWI000000018238268,53515,22-Jul-20
Fisher,FISHER_AMT,1,NA,SSWI000000017340711,42002,28-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020853177,83301,22-Feb-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018126859,43222,12-May-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020504287,35641,17-Jul-20
Fisher,FISHER_AMT,1,NA,SSWI000000004813598,31,29-Mar-17
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000016060279,62347,11-Jul-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020467525,50259,9-Sep-20
Wolf,WOLF_COLLAR_PRESENT,NA,Y,SSWI000000021239241,50541,15-Feb-21
Wolf,WOLF_AMT,1,NA,SSWI000000021239241,50541,15-Feb-21
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432679,37111,30-Jun-18
Fisher,FISHER_AMT,1,NA,SSWI000000016264516,46271,12-Jan-20
Otter,OTTER_AMT,1,NA,SSWI000000011911464,51866,23-Mar-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019816814,57341,20-Sep-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020163138,42940,28-Jun-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000020162367,42940,18-Nov-19
Fisher,FISHER_AMT,1,NA,SSWI000000020906679,64455,22-Jan-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019578988,31383,18-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000017446369,58676,17-Feb-20
Wolf,WOLF_AMT,1,NA,SSWI000000018367070,32685,20-Apr-20
Wolf,WOLF_AMT,1,NA,SSWI000000017721032,77030,31-May-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018928128,46138,6-Sep-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000018390708,66122,6-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467339,50259,3-Sep-20
Fisher,FISHER_AMT,1,NA,SSWI000000014551122,48367,31-Aug-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012345360,48884,28-Mar-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016621656,39022,5-Mar-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000020467547,50259,10-Sep-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000020467547,50259,10-Sep-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467547,50259,10-Sep-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000017531534,38602,6-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000016171486,49099,13-Jan-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020467728,50259,2-Oct-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467728,50259,2-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021168971,51122,23-Mar-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019816899,57341,23-Sep-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020163076,42940,10-Jun-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020163038,42940,30-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000022489415,83747,17-Jan-21
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020504343,35641,6-Aug-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016760894,51810,1-Mar-20
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000020163048,42940,31-May-20
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000020504742,35641,14-Nov-20
Fisher,FISHER_AMT,1,NA,SSWI000000016530902,55078,24-Feb-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467552,50259,10-Sep-20
Fisher,FISHER_AMT,1,NA,SSWI000000020887653,55065,19-Feb-21
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020163473,42940,2-Sep-20
Wolf,WOLF_AMT,1,NA,SSWI000000021695119,49123,13-Apr-21
Fisher,FISHER_AMT,1,NA,SSWI000000015717976,52448,30-Oct-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162782,42940,10-Apr-20
Turkey,TURKEY_AMT,1,NA,SSWI000000018126858,43222,12-May-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020163654,42940,3-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016621650,39022,3-Mar-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000011280290,54258,12-Dec-18
Wolf,WOLF_AMT,1,NA,SSWI000000018112361,45871,6-May-20
Mink,MINK_AMT,1,NA,SSWI000000017341123,66123,1-Apr-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000018081164,63321,16-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000016060469,62347,19-Jul-19
Fisher,FISHER_AMT,1,NA,SSWI000000011357888,54381,9-Dec-18
Fisher,FISHER_AMT,1,NA,SSWI000000007398587,7100,9-Nov-17
Fisher,FISHER_AMT,1,NA,SSWI000000022186754,7233,23-May-21
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019187654,50031,23-Aug-20
Deer,DEER_FAWN_AMT,2,NA,SSWI000000018640465,26729,8-Aug-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000021437216,83301,12-Apr-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020467756,50259,4-Oct-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000009432675,37111,30-Jun-18
Deer,DEER_COLLAR_PRESENT,NA,Y,SSWI000000018081032,63321,6-Jul-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017314420,43859,11-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018784999,57422,9-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000016060659,62347,28-Aug-19
Fisher,FISHER_AMT,1,NA,SSWI000000002775286,104,23-Feb-16
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000020162613,42940,13-Mar-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432623,37111,23-Jun-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000017379930,23395,15-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017463889,29493,1-May-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000020162851,42940,16-Dec-19
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000021189295,69979,6-Mar-21
Raccoon,RACCOON_AMT,1,NA,SSWI000000012372754,51861,25-Apr-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000011113324,49463,25-Aug-18
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000012682807,43147,5-Jan-19
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000017531398,38602,31-Mar-20
Porcupine,PORCUPINE_AMT,1,NA,SSWI000000020162747,42940,2-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000017193511,32160,23-Apr-20
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020162536,42940,21-Feb-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000017379175,28204,10-May-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162445,42940,7-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162453,42940,14-Dec-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020467927,50259,28-Nov-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020162683,42940,18-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000017839590,46895,18-Jun-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000009631871,28208,31-May-18
Fisher,FISHER_AMT,1,NA,SSWI000000020458571,67198,9-Dec-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020163686,42940,5-Oct-20
Wolf,WOLF_AMT,1,NA,SSWI000000023383681,49397,16-Sep-21
Weasel,WEASEL_AMT,1,NA,SSWI000000019191694,81363,22-Sep-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016868345,50044,6-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162567,42940,3-Mar-20
Wolf,WOLF_AMT,1,NA,SSWI000000019063845,61758,12-Sep-20
"Grouse, Ruffed",GROUSE_AMT,3,NA,SSWI000000019815380,28787,24-Oct-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012501075,54294,22-Mar-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016491350,60072,23-Feb-20
Wolf,WOLF_AMT,1,NA,SSWI000000021367176,69962,1-Apr-21
Fisher,FISHER_AMT,1,NA,SSWI000000003415898,23239,17-Jul-16
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020504711,35641,31-Oct-20
Elk,ELK_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000009432611,37111,22-Jun-18
Deer,DEER_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000016060658,62347,28-Aug-19
Wolf,WOLF_AMT,1,NA,SSWI000000015970528,61127,9-Oct-19
Fisher,FISHER_AMT,1,NA,SSWI000000018994769,39900,18-Aug-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000009432671,37111,28-Jun-18
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000009432766,37111,16-Jul-18
Wolf,WOLF_AMT,1,NA,SSWI000000017382437,23223,11-May-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000017531592,38602,21-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000018331802,50040,21-Mar-20
Fisher,FISHER_AMT,1,NA,SSWI000000020991040,50664,16-Mar-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020504184,35641,10-Jun-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000018613082,53989,8-Jul-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000009432766,37111,16-Jul-18
Fisher,FISHER_AMT,1,NA,SSWI000000019629092,51809,19-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000016264540,46271,15-Jan-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000021437275,83301,17-Apr-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000021417397,28782,16-Apr-21
Wolf,WOLF_AMT,1,NA,SSWI000000019855567,49397,19-Oct-20
Snowshoe Hare,SNOWSHOEHARE_AMT,2,NA,SSWI000000021189237,69979,28-Feb-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021668040,60014,11-May-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020163116,42940,20-Jun-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020504568,35641,19-Sep-20
Wolf,WOLF_AMT,2,NA,SSWI000000023383684,49397,16-Sep-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162666,42940,15-Mar-20
Fisher,FISHER_AMT,1,NA,SSWI000000014934981,45383,20-Sep-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000018270447,54331,23-Jul-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017676041,49200,1-May-20
Deer,DEER_FAWN_AMT,1,NA,SSWI000000020504292,35641,18-Jul-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000018843524,33002,22-Jul-20
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000019161237,35644,2-May-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000020828959,50044,17-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016665143,33098,7-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016930797,32195,24-Mar-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000022361690,89830,2-Jul-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016692868,69960,6-Mar-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000015113845,66122,16-Sep-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020162788,42940,14-Apr-20
Otter,OTTER_AMT,2,NA,SSWI000000017720244,77030,30-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000020853196,83301,25-Feb-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008449640,43066,25-Apr-18
Otter,OTTER_AMT,1,NA,SSWI000000017720511,77030,23-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000019707727,61758,27-Oct-20
Wolf,WOLF_AMT,1,NA,SSWI000000019707723,61758,27-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000006626031,23113,2-Sep-17
Fisher,FISHER_AMT,1,NA,SSWI000000021231769,37109,13-Mar-21
Mink,MINK_AMT,1,NA,SSWI000000020655637,31914,8-Nov-20
Fisher,FISHER_AMT,1,NA,SSWI000000012797189,49397,23-May-19
Fisher,FISHER_AMT,1,NA,SSWI000000012498287,56123,8-Apr-19
